"times","results"
1,649903
2,644988
3,643159
4,640864
5,637666
6,637529
7,633603
8,633555
9,633227
10,632592
11,631599
12,631599
13,631599
14,631599
15,631599
16,631599
17,631599
18,631599
19,631599
20,631599
21,631599
22,631599
23,631599
24,631599
25,631599
26,631599
27,631599
28,631599
29,631599
30,631599
31,631599
32,631599
33,631599
34,631599
35,631599
36,631599
37,631599
38,631599
39,631599
40,631599
41,631599
42,631599
43,631599
44,631599
45,631599
46,631599
47,631599
48,631599
49,631599
50,631599
51,631599
52,631599
53,631599
54,631599
55,631599
56,631599
57,631599
58,631599
59,631599
60,631599
61,631599
62,631493
63,631230
64,631230
65,630824
66,630487
67,630487
68,630487
69,630487
70,630487
71,630487
72,630487
73,630487
74,630487
75,630487
76,630487
77,630487
78,630487
79,630487
80,630487
81,630487
82,630487
83,630487
84,630487
85,630487
86,630487
87,630487
88,630487
89,630487
90,630487
91,630487
92,630487
93,630487
94,630487
95,630487
96,630487
97,630487
98,630487
99,630487
100,630487
101,630487
102,630487
103,630487
104,630487
105,630487
106,630487
107,630487
108,630487
109,627799
110,627799
111,627622
112,627622
113,627580
114,627518
115,627518
116,627385
117,627385
118,627380
119,627332
120,627297
121,627297
122,627133
123,627133
124,627124
125,627088
126,627088
127,626997
128,626997
129,626997
130,626997
131,626997
132,626997
133,626997
134,626997
135,626997
136,626997
137,626997
138,626997
139,626997
140,626997
141,626997
142,626997
143,626997
144,626997
145,626997
146,626997
147,626997
148,626997
149,626997
150,626997
151,626997
152,626997
153,626997
154,626997
155,626997
156,626997
157,626997
158,626997
159,626997
160,626997
161,626997
162,626997
163,626997
164,626997
165,626997
166,626997
167,626997
168,626997
169,626997
170,626997
171,626997
172,626997
173,626997
174,626997
175,626997
176,626997
177,626997
178,626997
179,626997
180,626997
181,626997
182,626997
183,626997
184,626997
185,626997
186,626997
187,626997
188,626997
189,626997
190,626997
191,626997
192,626997
193,626997
194,626997
195,626997
196,626997
197,626997
198,626997
199,626997
200,626997
201,626997
202,626997
203,626997
204,626997
205,626997
206,626997
207,626997
208,626997
209,626997
210,626997
211,626997
212,626997
213,626997
214,626997
215,626997
216,626997
217,626997
218,626997
219,626997
220,626997
221,626997
222,626997
223,626997
224,626997
225,626997
226,626997
227,626997
228,626997
229,626997
230,626997
231,626997
232,626997
233,626997
234,626997
235,626997
236,626997
237,626997
238,626997
239,626997
240,626997
241,626997
242,626997
243,626997
244,626997
245,626997
246,626997
247,626997
248,626997
249,626997
250,626997
251,626997
252,626997
253,626997
254,626997
255,626997
256,626997
257,626997
258,626997
259,626997
260,626997
261,626997
262,626997
263,626997
264,626997
265,626997
266,626997
267,626997
268,626997
269,626997
270,626997
271,626997
272,626997
273,626997
274,626997
275,626997
276,626997
277,626997
278,626997
279,626997
280,626997
281,626997
282,626997
283,626997
284,626997
285,626997
286,626997
287,626997
288,626997
289,626997
290,626997
291,626997
292,626997
293,626997
294,626997
295,626997
296,626997
297,626997
298,626997
299,626997
300,626863
301,626457
302,626457
303,626419
304,626419
305,626409
306,626409
307,626405
308,626405
309,626405
310,626405
311,626405
312,626405
313,626405
314,626405
315,626405
316,626405
317,626405
318,626405
319,626405
320,626405
321,626405
322,626405
323,626405
324,626405
325,626405
326,626405
327,626405
328,626405
329,626405
330,626405
331,626405
332,626405
333,626405
334,626405
335,626405
336,626405
337,626405
338,626405
339,626405
340,626405
341,626405
342,626405
343,626405
344,626405
345,626405
346,626405
347,626405
348,626405
349,626405
350,626405
351,626405
352,626405
353,626405
354,626405
355,626405
356,626405
357,626405
358,626405
359,626405
360,626405
361,626405
362,626405
363,626405
364,626405
365,626405
366,626405
367,626405
368,626405
369,626405
370,626405
371,626405
372,626405
373,626405
374,626405
375,626405
376,626405
377,626405
378,626405
379,626405
380,626405
381,626405
382,626405
383,626405
384,626405
385,626405
386,626405
387,626405
388,626405
389,626405
390,626405
391,626405
392,626405
393,626405
394,626405
395,626405
396,626405
397,626405
398,626405
399,626405
400,626405
401,626405
402,626405
403,626405
404,626405
405,626405
406,626405
407,626405
408,626405
409,626405
410,626405
411,626405
412,626405
413,626405
414,626405
415,626405
416,626405
417,626405
418,626405
419,626405
420,626405
421,626405
422,626405
423,626405
424,626405
425,626405
426,626405
427,626405
428,626405
429,626405
430,626405
431,626405
432,626405
433,626405
434,626405
435,626405
436,626405
437,626405
438,626405
439,626405
440,626405
441,626405
442,626405
443,626405
444,626405
445,626405
446,626405
447,626405
448,626405
449,626405
450,626405
451,626405
452,626405
453,626405
454,626405
455,626405
456,626405
457,626405
458,626405
459,626405
460,626405
461,626405
462,626405
463,626405
464,626405
465,626405
466,626405
467,626405
468,626405
469,626405
470,626405
471,626405
472,626405
473,626405
474,626405
475,626405
476,626405
477,626405
478,626405
479,626405
480,626405
481,626405
482,626405
483,626405
484,626405
485,626405
486,626405
487,626405
488,626405
489,626405
490,626405
491,626405
492,626405
493,626405
494,626405
495,626405
496,626405
497,626405
498,626405
499,626405
500,626405
501,626405
502,626405
503,626405
504,626405
505,626405
506,626405
507,626405
508,626405
509,626405
510,626405
511,626405
512,626405
513,626405
514,626405
515,626405
516,626405
517,626405
518,626405
519,626405
520,626405
521,626405
522,626405
523,626405
524,626405
525,626405
526,626405
527,626405
528,626405
529,626405
530,626405
531,626405
532,626405
533,626405
534,626405
535,626405
536,626405
537,626405
538,626405
539,626405
540,626405
541,626405
542,626405
543,626405
544,626405
545,626405
546,626405
547,626405
548,626405
549,626405
550,626405
551,626405
552,626405
553,626405
554,626405
555,626405
556,626405
557,626405
558,626405
559,626405
560,626405
561,626405
562,626405
563,626405
564,626405
565,626405
566,626405
567,626405
568,626405
569,626405
570,626405
571,626405
572,626405
573,626405
574,626405
575,626405
576,626405
577,626405
578,626405
579,626405
580,626405
581,626405
582,626405
583,626405
584,626405
585,626405
586,626405
587,626405
588,626405
589,626405
590,626405
591,626405
592,626405
593,626405
594,626405
595,626405
596,626405
597,626405
598,626405
599,626405
600,626405
601,626405
602,626405
603,626405
604,626405
605,626405
606,626405
607,626405
608,626405
609,626405
610,626405
611,626405
612,626405
613,626405
614,626405
615,626405
616,626405
617,626405
618,626405
619,626405
620,626405
621,626405
622,626405
623,626405
624,626405
625,626405
626,626405
627,626405
628,626405
629,626405
630,626405
631,626405
632,626405
633,626405
634,626405
635,626405
636,626405
637,626405
638,626405
639,626405
640,626405
641,626405
642,626405
643,626405
644,626405
645,626405
646,626405
647,626405
648,626405
649,626405
650,626405
651,626405
652,626405
653,626405
654,626405
655,626405
656,626405
657,626405
658,626405
659,626405
660,626405
661,626405
662,626405
663,626405
664,626405
665,626405
666,626405
667,626405
668,626405
669,626405
670,626405
671,626405
672,626405
673,626405
674,626405
675,626405
676,626405
677,626405
678,626405
679,626405
680,626405
681,626405
682,626405
683,626405
684,626405
685,626405
686,626405
687,626405
688,626405
689,626405
690,626405
691,626405
692,626405
693,626405
694,626405
695,626405
696,626405
697,626405
698,626405
699,626405
700,626405
701,626405
702,626405
703,626405
704,626405
705,626405
706,626405
707,626405
708,626405
709,626405
710,626405
711,626405
712,626405
713,626405
714,626405
715,626405
716,626405
717,626405
718,626405
719,626405
720,626405
721,626405
722,626405
723,626405
724,626405
725,626405
726,626405
727,626405
728,626405
729,626405
730,626405
731,626405
732,626405
733,626405
734,626405
735,626405
736,626405
737,626405
738,626405
739,626405
740,626405
741,626405
742,626405
743,626405
744,626405
745,626405
746,626405
747,626405
748,626405
749,626405
750,626405
751,626405
752,626405
753,626405
754,626405
755,626405
756,626405
757,626405
758,626405
759,626405
760,626405
761,626405
762,626405
763,626405
764,626405
765,626405
766,626405
767,626405
768,626405
769,626405
770,626405
771,626405
772,626405
773,626405
774,626405
775,626405
776,626405
777,626405
778,626405
779,626405
780,626405
781,626405
782,626405
783,626405
784,626405
785,626405
786,626405
787,626405
788,626405
789,626405
790,626405
791,626405
792,626405
793,626405
794,626405
795,626405
796,626405
797,626405
798,626405
799,626405
800,626405
801,626405
802,626405
803,626405
804,626405
805,626405
806,626405
807,626405
808,626405
809,626405
810,626405
811,626405
812,626405
813,626405
814,626405
815,626405
816,626405
817,626405
818,626405
819,626405
820,626405
821,626405
822,626405
823,626405
824,626405
825,626405
826,626405
827,626405
828,626405
829,626405
830,626405
831,626405
832,626405
833,626405
834,626405
835,626405
836,626405
837,626405
838,626405
839,626405
840,626405
841,626405
842,626405
843,626405
844,626405
845,626405
846,626405
847,626405
848,626405
849,626405
850,626405
851,626405
852,626405
853,626405
854,626405
855,626405
856,626405
857,626405
858,626405
859,626405
860,626405
861,626405
862,626405
863,626405
864,626405
865,626405
866,626405
867,626405
868,626405
869,626405
870,626405
871,626405
872,626405
873,626405
874,626405
875,626405
876,626405
