"times","results"
1,607386
2,607386
3,607386
4,607386
5,607386
6,607386
7,607386
8,607386
9,607386
10,607386
11,607386
12,607386
13,607386
14,607386
15,607386
16,607386
17,607386
18,607386
19,607386
20,607386
21,607386
22,607386
23,607386
24,607386
25,607386
26,607386
27,607386
28,607386
29,607386
30,607386
31,607386
32,605558
33,605558
34,605558
35,605558
36,605558
37,605558
38,605558
39,605558
40,605558
41,605558
42,605558
43,605558
44,605558
45,605558
46,605558
47,605558
48,605558
49,605558
50,605558
51,605558
52,605558
53,605558
54,605558
55,605558
56,605558
57,605558
58,605558
59,605558
60,605558
61,605558
62,605558
63,603514
64,603514
65,603514
66,603514
67,603514
68,603514
69,603514
70,603514
71,603514
72,603514
73,603514
74,603514
75,603514
76,603514
77,603514
78,603514
79,603514
80,603514
81,603514
82,603514
83,603514
84,603514
85,603514
86,603514
87,603514
88,603514
89,603514
90,603514
91,603514
92,603514
93,603514
94,603514
95,603514
96,603514
97,603514
98,603514
99,603514
100,603514
101,603514
102,603514
103,603514
104,603514
105,603514
106,603514
107,603514
108,603069
109,603069
110,603069
111,603069
112,603069
113,603069
114,603069
115,603069
116,603069
117,602803
118,602803
119,602803
120,602803
121,602803
122,602803
123,602803
124,602803
125,602803
126,602803
127,602803
128,602803
129,602803
130,602803
131,602803
132,602803
133,602803
134,602803
135,602803
136,602803
137,601206
138,601206
139,601206
140,601206
141,601206
142,601206
143,601206
144,601206
145,601206
146,601206
147,601206
148,601206
149,601206
150,601206
151,601206
152,601206
153,601206
154,601206
155,601206
156,601206
157,601206
158,601206
159,601206
160,601206
161,601206
162,601206
163,601206
164,601206
165,601206
166,601206
167,601206
168,601206
169,601206
170,601206
171,601206
172,601206
173,601206
174,601206
175,601206
176,601206
177,601206
178,601206
179,601206
180,601206
181,601206
182,601206
183,601206
184,601206
185,601206
186,601206
187,601206
188,601206
189,601206
190,601206
191,601206
192,601206
193,601206
194,601206
195,601206
196,601206
197,601206
198,601206
199,601206
200,601206
201,601206
202,601206
203,601206
204,601206
205,601206
206,601206
207,601206
208,601206
209,601206
210,601206
211,601206
212,601206
213,601206
214,601206
215,601206
216,601206
217,601206
218,601206
219,601206
220,601206
221,601206
222,601206
223,601206
224,601206
225,601206
226,601206
227,601206
228,601206
229,601206
230,601206
231,601206
232,601206
233,601206
234,601206
235,601206
236,601206
237,601206
238,601206
239,601206
240,601206
241,601206
242,601206
243,601206
244,601206
245,601206
246,601206
247,601206
248,601206
249,601206
250,601206
251,601206
252,601206
253,601206
254,601206
255,601206
256,601206
257,601206
258,601206
259,601206
260,601206
261,601206
262,601206
263,601206
264,601206
265,601206
266,601206
267,601206
268,601206
269,601206
270,601206
271,601206
272,601206
273,601206
274,601206
275,601206
276,601206
277,601206
278,601206
279,601206
280,601206
281,601206
282,601206
283,601206
284,601206
285,601206
286,601206
287,601206
288,601206
289,601206
290,601206
291,601206
292,601206
293,601206
294,601206
295,601206
296,601206
297,601206
298,601206
299,601206
300,601206
301,601206
302,601206
303,601206
304,601206
305,601206
306,601206
307,601206
308,601206
309,601206
310,601206
311,601206
312,601206
313,601206
314,601206
315,601206
316,601206
317,601206
318,601206
319,601206
320,601206
321,601206
322,601206
323,601206
324,601206
325,601206
326,601206
327,601206
328,601206
329,601206
330,601206
331,601206
332,601206
333,601206
334,601206
335,601206
336,601206
337,601206
338,601206
339,601206
340,601206
341,601206
342,601206
343,601206
344,601206
345,601206
346,601206
347,601206
348,601206
349,601206
350,601206
351,601206
352,601206
353,601206
354,601206
355,601206
356,601206
357,601206
358,601206
359,601206
360,601206
361,601206
362,601206
363,601206
364,601206
365,601206
366,601206
367,601206
368,601206
369,601206
370,601206
371,601206
372,601206
373,601206
374,601206
375,601206
376,601206
377,601206
378,601206
379,601206
380,601206
381,601206
382,601206
383,601206
384,601206
385,601206
386,601206
387,601206
388,601206
389,601206
390,601206
391,601206
392,601206
393,601206
394,601206
395,601206
396,601206
397,601206
398,601206
399,601206
400,601206
401,601206
402,601206
403,601206
404,601206
405,601206
406,601206
407,601206
408,601206
409,601206
410,601206
411,601206
412,601206
413,601206
414,601206
415,601206
416,601206
417,601206
418,601206
419,601206
420,601206
421,601206
422,601206
423,601206
424,601206
425,601206
426,601206
427,601206
428,601206
429,601206
430,601206
431,601206
432,601206
433,601206
434,601206
435,601206
436,601206
437,601206
438,601206
439,601206
440,601206
441,601206
442,601206
443,601206
444,601206
445,601206
446,601206
447,601206
448,601206
449,601206
450,601206
451,601206
452,601206
453,601206
454,601206
455,601206
456,601206
457,601206
458,601206
459,601206
460,601206
461,601206
462,601206
463,601206
464,601206
465,601206
466,601206
467,601206
468,601206
469,601206
470,601206
471,601206
472,601206
473,601206
474,601206
475,601206
476,601206
477,601206
478,601206
479,601206
480,601206
481,601206
482,601206
483,601206
484,601206
485,601206
486,601206
487,601206
488,601206
489,601206
490,601206
491,601206
492,601206
493,601206
494,601206
495,601206
496,601206
497,601206
498,601206
499,601206
500,601206
501,601206
502,601206
503,601206
504,601206
505,601206
506,601206
507,601206
508,601206
509,601206
510,601206
511,601206
512,601206
513,601206
514,601206
515,601206
516,601206
517,601206
518,601206
519,601206
520,601206
521,601206
522,601206
523,601206
524,601206
525,601206
526,601206
527,601206
528,601206
529,601206
530,601206
531,601206
532,601206
533,601206
534,601206
535,601206
536,601206
537,601206
538,601206
539,601206
540,601206
541,601206
542,601206
543,601206
544,601206
545,601206
546,601206
547,601206
548,601206
549,601206
550,601206
551,601206
552,601206
553,601206
554,601206
555,601206
556,601206
557,601206
558,601206
559,601206
560,601206
561,601206
562,601206
563,601206
564,601206
565,601206
566,601206
567,601206
568,601206
569,601206
570,601206
571,601206
572,601206
573,601206
574,601206
575,601206
576,601206
577,601206
578,601206
579,601206
580,601206
581,601206
582,601206
583,601206
584,601206
585,601206
586,601206
587,601206
588,601206
589,601206
590,601206
591,601206
592,601206
593,601206
594,601206
595,601206
596,601206
597,601206
598,601206
599,601206
600,601206
601,601206
602,601206
603,601206
604,601206
605,601206
606,601206
607,601206
608,601206
609,601206
610,601206
611,601206
612,601206
613,601206
614,601206
615,601206
616,601206
617,601206
618,601206
619,601206
620,601206
621,601206
622,601206
623,601206
624,601206
625,601206
626,601206
627,601206
628,601206
629,601206
630,601206
631,601206
632,601206
633,601206
634,601206
635,601206
636,601206
637,601206
638,601206
639,601206
640,601206
641,601206
642,601206
643,601206
644,601206
645,601206
646,601206
647,601206
648,601206
649,600158
650,600158
651,600158
652,600158
653,600158
654,600158
655,600158
656,600158
657,600158
658,600158
659,600158
660,600158
661,600158
662,600158
663,600158
664,600158
665,600158
666,600158
667,600158
668,600158
669,600158
670,600158
671,600158
672,600158
673,600158
674,600158
675,600158
676,600158
677,600158
678,600158
679,600158
680,600158
681,600158
682,600158
683,600158
684,600158
685,600158
686,600158
687,600158
688,600158
689,600158
690,600158
691,600158
692,600158
693,600158
694,600158
695,600158
696,600158
697,600158
698,600158
699,600158
700,600158
701,600158
702,600158
703,600158
704,600158
705,600158
706,600158
707,600158
708,600158
709,600158
710,600158
711,600158
712,600158
713,600158
714,600158
715,600158
716,600158
717,600158
718,600158
719,600158
720,600158
721,600158
722,600158
723,600158
724,600158
725,600158
726,600158
727,600158
728,600158
729,600158
730,600158
731,600158
732,600158
733,600158
734,600158
735,600158
736,600158
737,600158
738,600158
739,600158
740,600158
741,600158
742,600158
743,600158
744,600158
745,600158
746,600158
747,600158
748,600158
749,600158
750,600158
751,600158
752,600158
753,600158
754,600158
755,600158
756,600158
757,600158
758,600158
759,600158
760,600158
761,600158
762,600158
763,600158
764,600158
765,600158
766,600158
767,600158
768,600158
769,600158
770,600158
771,600158
772,600158
773,600158
774,600158
775,600158
776,600158
777,600158
778,600158
779,600158
780,600158
781,600158
782,600158
783,600158
784,600158
785,600158
786,600158
787,600158
788,600158
789,600158
790,600158
791,600158
792,600158
793,600158
794,600158
795,600158
