time,solution
0.718876,650495
0.9252269999999999,649903
1.2279760000000002,649522
1.44226,648695
1.661157,647104
1.872012,645286
1.879475,644988
2.385462,644359
2.516583,644139
2.856744,643159
3.157876,643018
3.428432,642607
3.4361159999999997,642367
3.864821,641391
3.9990019999999995,640864
4.294765,640352
4.9010880000000006,637666
5.698558,637529
6.474951,634478
6.7283550000000005,633603
7.5476920000000005,633555
8.370012,633545
9.195876,633456
10.236269,633264
11.326122999999999,633182
12.444503,632673
13.647803999999999,632631
47.96486,632444
49.703589,632331
91.638869,632317
285.85809900000004,632038
696.653043,631981
698.268624,631792
699.975081,631488
701.765148,631437
703.575105,631400
705.051727,631247
