time,solution
0.742178,650495
0.961199,649903
1.26591,649522
4.730892,649477
5.035509,647173
5.329949,646698
5.4629460000000005,645932
5.976511,644870
6.151574,644534
6.370950000000001,641523
6.718947,641059
7.389634,640678
7.957689,638390
13.433325,635881
13.558286,635159
14.204696,634889
14.671582,634593
14.971521000000001,634393
15.580517,634176
17.171229,634087
18.327258999999998,634038
19.386314,633800
20.530417999999997,633634
21.417334,633571
22.569498999999997,633387
23.616006,633245
24.920946999999998,632976
26.27498,632781
26.785179999999997,632775
27.641234999999998,632686
27.984105,632650
29.167135,632625
29.687368999999997,632246
30.512258,631753
31.567363999999998,631169
32.675560000000004,630230
33.708014,629924
34.504195,629853
35.689506,629618
37.017691,629482
37.987309,629204
39.503214,628899
40.819333,628897
42.03835,628834
43.34463,628818
44.662067,628736
46.048156,628509
47.279477,628486
49.185872,628477
50.753925,628459
52.066978,628403
53.415825000000005,628221
54.812152000000005,628197
56.165389000000005,628196
57.483479,628137
59.160553,628131
60.895921,627667
62.684006000000004,627594
63.930118,627476
65.85673399999999,627423
67.80932299999999,627324
69.73010599999999,627275
71.453257,627108
72.851134,627103
74.703487,626968
76.35358599999999,626764
78.28161,626746
80.295706,626721
82.28890899999999,626697
84.21619799999999,626692
332.388173,626670
334.087914,626610
