time,solution
0.664534,616002
0.749526,615427
5.9020600000000005,615147
6.232573,614366
6.733637,614149
7.327446,613895
7.42316,613414
8.054991,611660
8.269005,609725
9.224770999999999,609716
10.05223,609537
10.948376,608879
12.140462,608536
13.397267,608465
14.350608,608458
15.230955999999999,608439
16.306623,608281
17.66357,607589
18.536245,607482
19.526982,607390
20.984188,607276
21.047998,607252
22.425043,607021
23.374147,606661
24.399718,606284
26.099283,606205
27.826366999999998,605835
41.428423,605636
43.17856,605576
44.969385,605516
665.4109040000001,605453
666.3216610000001,605307
667.5586920000001,605296
668.886065,605215
670.1153360000001,605098
671.911653,604981
673.8122460000001,604817
675.6402810000001,604792
717.525202,604702
718.52923,603754
719.9150000000001,603574
721.4021210000001,603332
722.809929,602633
755.0873300000001,602338
756.9092850000001,602337
758.636854,602266
