time,solution
0.722766,650495
0.9355330000000001,649903
1.234435,649522
1.447098,648695
1.66548,647104
1.864989,645286
1.872519,644988
2.3754470000000003,644359
2.50901,644139
2.850012,643159
3.148635,643071
3.4237670000000002,642660
3.431425,642428
3.850876,641494
3.986333,640967
4.287494,640462
4.894831,637659
28.671715,637593
29.969860999999998,637293
31.118305,637240
32.391131,637187
32.435198,634931
32.59857,634623
32.946022,634392
32.991914,634062
33.291886,633962
33.63973,632851
34.374505,632649
35.148853,632391
36.354214999999996,632079
37.410511,631742
38.657149,631711
39.88753,631062
46.857034,630772
57.733359,630744
58.964423,629951
60.347067,629922
61.570576,629399
63.045482,629317
64.601464,629183
66.10627000000001,628930
67.93614400000001,628888
69.482408,628874
70.69825700000001,628615
259.66152500000004,628538
261.192583,628465
262.696861,628378
