time,solution
0.670211,616002
0.754324,615427
1.126462,615158
1.712702,614766
2.220983,613648
3.153139,613349
4.402985,612747
5.133837,612317
6.342358,611943
7.581729,611941
8.973445000000002,611738
10.283291,611452
11.709750000000001,608689
12.737825,608090
14.379551000000001,608074
16.061329,608052
17.823863,607489
19.695436,607433
21.567024,607386
33.181897,606892
86.978398,606592
88.194463,605963
89.555044,605534
90.623423,605466
92.0263,605182
93.134865,605124
124.208759,604744
125.696082,604609
127.411806,604378
129.15656199999998,604360
131.028778,604283
132.689042,604235
134.58874999999998,604085
136.39535999999998,603935
138.27484299999998,603899
140.13145999999998,603872
511.85850999999997,603319
512.7121,603109
513.575737,602997
514.7611489999999,602541
516.07451,602077
517.19385,602038
518.308748,602010
519.654982,601861
520.469321,601191
521.566137,600892
522.789642,600603
524.43463,600241
526.062532,600235
527.547631,600163
528.95854,599822
