time,solution
0.723089,650495
0.9316669999999999,649903
1.223938,649522
1.4370239999999999,648695
1.8639459999999999,648038
1.8711289999999998,647740
2.302718,647420
2.770273,646973
2.9446160000000003,646219
3.554085,645788
4.154726999999999,644188
4.794604,644052
5.042393,643534
5.258598,643429
5.5456829999999995,642813
5.71909,642707
6.052161,642692
6.390079999999999,641555
6.396668999999999,641535
6.71911,640673
7.1501269999999995,640351
7.619111999999999,638832
8.177029000000001,638642
8.73652,638469
9.553893,634751
9.678503000000001,633800
10.258974,633772
10.826170000000001,633404
11.340749,632833
12.450852000000001,632676
13.176971,632475
13.682034,632431
14.261028000000001,631933
15.392555,631888
16.045422000000002,631683
17.189122,631250
18.066921,630936
18.733237,630065
19.684749,629745
20.548234,629591
21.200892,629311
21.548389,629260
22.972028,629253
24.306833,629122
25.68102,628911
27.318542,628791
29.09377,628728
30.822489,628694
32.862151999999995,628681
