time,solution
0.634822,616002
0.712754,615427
1.0368050000000002,615158
1.53638,614766
1.9731120000000002,613648
2.77149,613349
3.858432,612747
4.515084,612317
5.670688,611943
6.903403,611941
8.249077,611738
9.545612,611452
10.944333,608689
11.938395,608090
13.593184,608074
15.255827,608052
16.991660999999997,607489
18.850672999999997,607433
26.133958,606969
27.421709,606855
29.294860999999997,606832
486.36648499999995,606779
487.77859099999995,606746
489.023646,606590
490.55250099999995,606450
492.037803,606440
493.614087,606369
494.97315699999996,606284
496.532582,606254
497.895475,606015
499.021195,605888
500.40761299999997,605827
502.075453,605817
503.72432699999996,605373
505.583355,605085
507.47975099999996,605034
509.25938599999995,605031
511.348825,604941
513.1762100000001,604909
739.450784,604862
740.918577,604754
742.6729730000001,604741
744.426792,604631
746.1693250000001,604564
747.963742,604544
749.8958240000001,604530
751.8679920000001,604471
838.991785,604177
840.313892,604061
841.00649,604038
841.5592280000001,604028
842.334026,603787
842.838491,602982
844.310465,602979
845.384303,602938
846.930165,602823
848.484812,602754
850.1993130000001,602536
852.061241,602510
853.722918,602431
855.446532,602426
857.3848270000001,602407
