time,solution
0.717766,650495
0.924805,649903
1.220311,649522
1.431594,648695
1.642162,647104
1.8483349999999998,645286
1.855634,644988
2.357463,644359
2.48984,644139
2.82727,643159
3.12658,643018
3.398313,642607
3.4058829999999998,642367
3.8351349999999997,641391
3.9672729999999996,640864
4.262283,640352
4.862431,637666
5.651625,637529
6.407236,634478
6.6580829999999995,633603
7.4737029999999995,633555
8.289808,633545
9.108821,633456
10.135185000000002,633264
11.216434000000001,633182
12.324849,632673
13.522014,632631
14.679522,631745
15.939152,631348
17.382859,631148
19.173271,631066
64.521055,629133
65.514839,628807
66.144202,628127
66.941557,627796
67.838724,627573
69.232327,627556
70.548107,627375
71.889452,627316
73.560871,627005
75.011881,626919
76.440489,626839
78.342178,626830
80.250113,626781
