time,solution
0.634917,616002
0.7128559999999999,615427
1.0427680000000001,615158
1.5445820000000001,614766
1.9835590000000003,613648
2.79229,613349
3.88948,612747
4.545721,612317
5.721929,611943
6.968146,611941
8.315995000000001,611738
9.610026,611452
11.001879,608689
11.988804,608090
13.645242,608074
15.312033,608052
17.043716999999997,607489
34.708780000000004,607356
36.518918,607325
38.471375,607324
40.308651000000005,607317
42.146044,607251
44.064472,607241
46.019214000000005,607211
47.717186000000005,607201
235.134159,606912
235.396062,606242
236.482204,605607
237.111424,604772
238.247456,604442
239.74471,604435
240.950309,604429
242.132018,604374
243.591397,603756
245.259848,603698
246.734888,603542
248.356766,603348
250.04254,603338
251.963919,603314
310.525399,603107
312.100792,603027
313.84346,603007
315.533472,602892
317.320114,602316
319.156092,602315
320.933343,601912
322.794687,601749
324.625622,601723
326.463167,601690
328.509088,601639
330.223043,601461
332.088257,601362
334.001543,601346
428.271477,601034
514.7241349999999,600759
516.64077,600725
518.651312,600707
851.458217,600592
