time,solution
0.6693469999999999,616002
0.7548269999999999,615427
1.130188,615158
9.220619000000001,614540
10.220525,614498
11.189717,613640
11.750735,613476
12.068197,612059
12.283113,611843
12.827396,611531
13.584817000000001,611130
13.843776,610873
13.929051000000001,610789
14.83741,610267
15.82014,609664
17.144652,609505
18.430368,609196
20.030817,609166
21.488535,608978
22.887982,608865
24.503119,608284
25.99671,608223
27.321764,608049
28.800285,608038
30.379264,607955
31.989812,607730
33.649536,607513
35.293152,607313
36.730887,607037
38.049782,606936
39.334035,606850
40.563914,606455
41.903079,606152
459.78686100000004,605941
460.19775500000003,605809
461.242135,605684
461.33632800000004,605662
462.69928000000004,604915
464.010059,604845
465.048172,604785
465.46033,604591
466.835816,604573
468.18982900000003,604534
472.74439700000005,604475
474.07164700000004,604034
475.426514,603969
483.994476,603838
485.233093,603766
486.355138,603708
487.397395,603655
488.64133300000003,603048
490.08470700000004,603044
491.612475,602987
493.224784,602701
494.819291,602665
496.2402,602419
497.74329900000004,602114
544.785494,601826
