time,solution
0.730036,650495
0.94428,649903
1.2491729999999999,649522
1.46187,648695
1.682246,647104
1.896843,645286
1.9041959999999998,644988
2.41555,644359
2.550167,644139
2.891662,643159
3.197129,643018
3.47091,642607
3.47859,642367
3.9150059999999995,641391
4.048451,640864
4.3544920000000005,640352
4.967335,637666
5.775502,637529
6.560621,634478
6.81909,633603
7.650633,633555
8.488933000000001,633545
9.319209,633456
10.379075,633264
11.490193,633182
12.628847,632673
13.838399,632631
15.018373,631745
16.314034,631348
17.776595,631148
19.583622,631066
287.989771,631017
288.573834,630716
289.84657500000003,630333
331.887606,629056
331.93177000000003,628634
333.344244,628430
334.788822,628290
336.190842,627635
337.600893,627606
487.702578,627277
489.143619,626932
490.780112,626897
492.396703,626877
494.516974,626857
