time,solution
0.727567,650495
0.9335029999999999,649903
1.2304970000000002,649522
1.441001,648695
1.660487,647104
1.872215,645286
1.879629,644988
2.388742,644359
2.522688,644139
2.863428,643159
3.163822,643018
3.438377,642607
3.44603,642367
3.880045,641391
4.016087,640864
4.313515,640352
4.918914,637666
5.713213,637529
6.488906999999999,634478
6.741592,633603
7.565815,633555
8.390602,633545
9.206874,633456
10.250555,633264
11.343594,633182
12.467442,632673
13.669627,632631
14.837582,631745
16.115352,631348
17.582626,631148
19.365959,631066
60.726494,630522
61.93469,629802
63.091646000000004,629567
64.29097,629553
364.42493199999996,628668
364.986202,628643
365.556204,628623
366.843304,628100
368.162937,627967
369.74154899999996,627679
371.03045299999997,627661
372.65343399999995,627571
374.320751,627422
375.996407,627343
377.587177,627327
379.274862,627229
381.12014899999997,627168
382.98860399999995,627143
384.971887,627100
387.05951899999997,627076
388.946489,627072
390.883474,627047
435.08072599999997,626844
435.669341,626388
436.34867199999997,626282
437.633108,625958
567.6263710000001,625937
569.1637410000001,625606
570.8896110000001,625545
572.518682,625280
573.696307,625209
816.4575140000001,624935
818.078033,624833
819.5754390000001,624752
821.312318,624662
822.8787080000001,624652
824.381969,624633
826.0594970000001,624580
827.544694,624514
833.006269,624393
834.811499,624391
836.861476,624282
838.849999,624281
840.851834,624232
