time,solution
0.630378,616002
0.705821,615427
1.0308249999999999,615158
1.528255,615031
1.963471,613934
2.765588,613640
3.975892,613292
5.277065,612974
6.204929,612973
8.557556,612826
9.693679999999999,612813
10.856105999999999,612689
12.30879,612624
14.041618999999999,612496
15.826391,612450
17.52538,612315
95.01057100000001,612204
96.51794000000001,612090
98.00951400000001,611999
99.435045,611952
100.755216,611802
102.11724000000001,611288
103.7368,611020
105.267093,611004
106.84591300000001,610836
108.034839,610740
109.150782,610728
110.07433900000001,610589
111.102057,610043
112.63091200000001,610031
114.12537300000001,609754
115.800403,609693
117.35659700000001,609418
118.80157200000001,609414
120.424085,609305
122.003765,608949
123.68673500000001,608854
125.268225,608581
126.800099,608580
128.321617,608547
129.856641,608541
131.37525200000002,606926
132.437265,606757
134.016067,606675
135.87730100000002,606654
137.582549,606621
139.469817,606566
141.311202,606544
152.14462,606024
152.60273,605910
154.440525,605889
156.317084,605872
158.26641800000002,605774
159.970661,605757
161.76559,605675
163.669067,605616
165.573895,605480
167.29266800000002,605477
168.834832,605446
209.866935,604878
211.086668,604760
212.672988,604691
214.143898,604515
215.649101,604428
217.18262900000002,604412
218.597286,604304
220.097171,604302
221.674678,604245
223.263959,603887
369.917222,603830
370.957443,603279
372.142364,603198
373.645609,603084
374.882313,603013
376.056225,602812
377.637462,602458
378.890559,602319
380.555451,602296
381.840462,602241
383.516956,602217
385.278583,602103
387.14926,602002
388.387672,601901
390.15114,601856
391.92446,601827
393.660368,601815
395.655125,601627
426.512995,601592
428.216641,601507
430.081143,601385
431.923037,601354
433.800372,601180
435.716471,601140
437.451753,601018
874.6619469999999,600990
907.8907099999999,600986
