time,solution
0.7117199999999999,650495
0.920816,649903
1.213743,649522
1.425534,648695
1.643399,647104
1.853299,645286
1.860633,644988
2.360716,644359
2.492668,644139
2.829184,643159
3.1290430000000002,643018
3.4007080000000003,642607
3.408259,642367
3.838223,641391
3.9723870000000003,640864
4.270139,640352
4.874264,639746
5.655362,639609
6.427391,636819
6.67904,635980
7.485801,635869
8.339455,635650
8.725036999999999,635462
8.853299,634691
9.146699,634352
9.834779999999999,633888
10.659163,633123
11.297626,632897
12.105274,632882
56.846782999999995,632705
57.736377999999995,632614
58.739881999999994,632578
60.113799,632517
60.999247999999994,632479
62.073994,632271
63.413146,632246
64.937531,632099
66.251261,632079
67.47117700000001,631881
68.922403,631163
70.455323,631161
71.991792,631071
174.19091799999998,630695
175.694605,630319
177.34739199999999,630271
179.00927,630106
180.40347699999998,630088
182.14653099999998,629855
183.884006,629721
185.71835299999998,629345
187.55511199999998,629320
189.488215,629304
191.17187299999998,629263
230.451942,628890
232.03492899999998,628777
233.518194,628691
235.549849,628687
