time,solution
0.631263,616002
0.708918,615427
1.0335169999999998,615158
1.532743,614766
1.965704,613648
2.76951,613349
3.8585220000000002,612747
4.508443,612317
5.685909,611943
6.927548,611941
8.272691,611738
9.56654,611452
10.956415,608689
11.951509,608090
13.600949,608074
15.260496999999999,608052
16.99732,607489
18.862648,607433
20.678406,607386
440.66612200000003,607306
441.78777,607140
442.72937,607015
444.47053800000003,606686
446.076594,606618
447.0602,606491
447.95799400000004,606432
449.961268,606391
451.840275,606311
474.068032,606098
475.60293900000005,605775
477.180922,605762
478.87280100000004,605738
480.48071000000004,605578
482.34379700000005,605575
537.488807,605389
538.777792,604998
540.152154,604783
541.519941,604630
542.8665659999999,604500
544.233891,604479
545.69093,604292
547.0600959999999,604095
548.38688,603868
549.7471499999999,603656
551.2411169999999,603608
552.68464,603491
554.169769,603289
555.94598,603193
557.395209,603176
559.482267,603150
