time,solution
0.6381,616002
0.715736,615427
1.039239,615158
1.54006,614766
1.973953,613648
2.7828959999999996,613349
3.8831209999999996,612747
4.544448,612317
5.725224,611943
6.973762,611941
8.319385,611738
9.624496,611452
11.031849,608689
12.037116,608090
13.696615,608074
15.365108,608052
17.115502000000003,607489
18.994162000000003,607433
20.816535000000002,607386
65.136503,607313
73.25479800000001,607061
73.81875600000001,607060
177.765145,604520
179.513313,604355
181.345858,604240
182.967264,604230
184.740097,604228
186.45386200000002,604115
188.322019,604085
189.956151,604076
191.801424,604068
193.651187,603988
195.705288,603980
423.464995,603942
425.428338,603928
427.28412999999995,603891
428.97696499999995,603744
504.575294,603584
505.953178,603512
