time,solution
0.721472,650495
0.9297810000000001,649903
1.227599,649522
1.4407549999999998,648695
1.659129,647104
1.869389,645286
1.8767230000000001,644988
2.379709,644359
2.5130019999999997,644139
2.8521319999999997,643159
3.153051,643018
3.425121,642607
3.432754,642367
3.8587029999999998,641391
3.992478,640864
4.288473,640352
4.889312,637666
5.669357,637529
5.670249,637207
6.445507,634214
6.698291,633327
7.512609,633285
8.369159999999999,632958
8.759289,632746
8.887926,631927
9.183048,631588
9.877218,631139
10.701557,630194
11.333596,630002
12.147751,629987
13.051558,629884
13.846947,629353
14.930671,629311
15.737903,629114
16.643040000000003,628541
17.415757000000003,628434
18.289431,628222
19.621846,628078
20.787166000000003,628036
22.812773,628031
173.815809,627892
175.042068,627133
199.16551199999998,627101
201.078792,626903
203.051989,626837
204.81610999999998,626808
206.80609199999998,626805
208.767825,626804
210.73590299999998,626790
440.905459,626743
441.034307,626256
442.10659100000004,625799
