time,solution
0.70972,650495
0.910027,649903
1.205994,649522
1.4175920000000002,648695
1.6299990000000002,647104
1.8390650000000002,645286
1.8463820000000002,644988
2.349974,644359
2.482427,644139
2.817825,643159
3.116777,643018
3.385894,642607
3.393765,642367
3.824475,641391
3.9580409999999997,640864
4.252095,640352
4.8530240000000004,637666
5.63305,637529
6.4028920000000005,634478
6.65434,633603
7.460063,633555
8.267285999999999,633545
9.0809,633456
10.115556999999999,633264
11.197007999999999,633182
12.311036,632673
13.495382,632631
14.648342,631745
15.917888999999999,631348
17.367166,631226
19.143824,631166
21.175048999999998,631142
23.052334,631139
24.905621999999997,631133
26.720371,631118
28.499961,631093
30.364788,631087
32.141222000000006,631036
236.516568,629998
237.91906300000002,629959
239.375608,629855
240.63604800000002,629706
241.91797,628806
243.33925000000002,628768
245.04602300000002,628733
246.695201,628528
248.350347,628449
249.701469,628355
251.147243,628287
252.39204,628163
253.971832,628082
255.76692200000002,628076
257.623482,628075
259.71243300000003,628026
261.285609,628022
