time,solution
0.6804,616002
0.765782,615427
1.1358679999999999,615158
1.724629,614766
2.234058,613648
3.171897,613349
4.424828,612747
5.157325999999999,612317
6.3617349999999995,611943
21.384774999999998,611454
22.092115999999997,611450
22.866336999999998,611444
23.078964,610924
23.541717,610583
24.268995,610308
25.591898999999998,610145
26.727688999999998,608816
28.469783999999997,608583
29.876559999999998,608547
31.701168,608539
33.477528,608449
126.297552,608366
127.882113,608175
129.73328899999998,607996
131.358236,607923
133.174596,607877
134.887872,607861
136.678247,607817
138.405105,607812
140.112189,607496
142.020322,607419
143.962944,607285
144.841884,607237
145.547415,606945
146.375035,606741
148.378108,606728
150.410862,606693
202.47634,606663
250.90593,606349
252.310354,606191
253.671437,606098
254.994988,605814
256.33986200000004,605811
257.70459400000004,605752
259.084069,605489
259.29428,605478
259.46124000000003,605418
259.62653400000005,604574
260.38090400000004,604005
261.154263,603625
262.25962300000003,603612
263.78449900000004,603568
265.30773600000003,603448
266.843109,603398
268.45261700000003,603230
270.120217,602827
271.92894,602738
273.852186,602608
275.84200200000004,602545
309.790045,602541
311.34078600000004,602447
761.449412,602352
762.98087,602274
764.688714,602268
766.315188,602169
767.933525,602154
769.590994,602098
771.167936,601978
773.024676,601751
774.7498820000001,601656
776.4522400000001,601644
778.245264,601634
780.069658,601524
781.86641,601513
783.294133,601173
784.710901,601057
