time,solution
0.667664,616002
0.7491220000000001,615427
1.090097,615158
1.614891,614766
2.07326,613648
2.914275,613349
4.0655209999999995,612747
4.755059999999999,612317
6.015942,611943
7.3095479999999995,611941
16.624567000000003,611891
16.983482000000002,611303
18.016189,610585
19.442799,610365
117.308485,609921
118.43068099999999,609602
119.921556,609302
127.75099,607785
128.741252,607553
129.902322,607255
131.21170600000002,606882
132.69525900000002,606594
133.99418400000002,606286
135.133667,606188
136.327208,606053
137.89322700000002,605969
139.46564500000002,605933
140.702853,605897
142.17840800000002,605770
143.722112,605528
145.39820200000003,605490
146.567549,605411
158.45236200000002,605335
159.706535,605235
161.25305300000002,604765
162.88230900000002,604256
164.591791,604222
166.299902,604072
182.42384900000002,604056
184.16975100000002,604020
188.994052,603188
190.566551,603013
192.495688,602863
194.633094,602846
788.6377659999999,602228
790.511713,602157
792.41971,602011
794.381767,601915
796.435374,601812
