time,solution
0.6318630000000001,616002
0.709686,615427
1.03923,615158
1.547906,614766
1.988789,613648
2.797132,613349
3.900708,612747
4.5563460000000005,612317
5.743507,611943
6.995874000000001,611941
8.34651,611738
9.660724,611452
11.073184,608689
12.074972,608090
13.744002,608074
15.41348,608052
17.159903,607489
19.035808,607433
20.877559,607386
103.89007,606319
105.11792299999999,606068
106.18628899999999,605835
107.486014,605402
107.55074599999999,605204
109.44793299999999,604821
110.504853,604236
111.76001,603679
113.71205699999999,603585
115.70107499999999,602004
661.609355,601852
682.8792980000001,601202
684.227973,600999
685.9953350000001,600993
687.842356,600937
689.717528,600890
691.65218,600794
693.2544200000001,600692
694.724493,600661
696.226115,600534
698.1615290000001,600439
700.1456770000001,600381
727.771121,600210
729.615851,600182
731.464188,600144
733.4811940000001,600142
