time,solution
0.720358,650495
0.9292270000000001,649903
1.227404,649522
1.439786,648695
1.648577,647104
1.8590659999999999,645286
1.866385,644988
2.365933,644359
2.49909,644139
2.837541,643159
3.138265,643018
3.411082,642607
3.41869,642367
3.8464,641391
3.9812679999999996,640864
4.280101,640352
4.8753150000000005,637666
5.665009,637529
6.440074,634478
6.694181,633603
7.508297000000001,633555
8.329763999999999,633545
9.14838,633456
10.182587999999999,633264
11.265996999999999,633182
12.379871,632673
13.581347,632631
14.740177,631745
15.998861,631348
17.446567,631148
19.239161000000003,631066
95.42408400000001,630606
96.457313,630079
97.796951,629907
98.955018,629841
100.434355,629325
101.977699,629256
103.13918,629220
104.04132,629197
