time,solution
0.710434,650495
0.921382,649903
1.220187,649522
1.4327109999999998,648695
1.650066,647104
1.8595249999999999,645286
1.866836,644988
2.370508,644359
2.5026330000000003,644139
142.503885,643804
143.675512,643371
144.859465,643359
145.877118,643348
146.905295,643194
148.114294,643157
149.314682,643124
150.55221600000002,642819
151.722523,642590
152.83432,642358
153.834591,641982
155.118257,641749
156.277115,641665
157.272284,641178
158.39666400000002,641140
159.553256,640922
160.895684,640616
161.889538,640598
163.161663,640580
187.817755,639033
187.907051,637881
204.629289,637653
205.951075,637366
207.230477,637321
208.458904,637188
209.606604,637008
210.784553,636868
211.988965,636740
212.754052,636596
214.125224,636488
223.844381,636301
224.275011,634864
224.706244,634438
224.882426,633784
226.002086,633687
227.078463,633416
228.395491,633389
229.834301,633271
231.156422,633226
232.722666,632837
234.040436,632660
235.473756,632570
237.037526,632512
238.484394,632462
239.77199,632448
241.072556,632395
242.396616,632370
243.817933,632150
245.120341,631906
246.441169,631562
247.818364,631524
249.18635,631485
250.513454,631379
251.893797,631356
253.336217,631186
254.836826,631117
256.390506,631057
257.886836,631045
259.294671,631033
260.790119,631018
262.374089,630972
263.908382,630951
265.32193,630823
266.70441,630785
268.154643,630645
269.842673,630614
271.233583,630527
273.059692,630491
277.874639,630473
279.585122,630391
281.425903,630361
283.203197,630337
285.058072,630294
286.94415300000003,630283
288.820476,630271
290.681625,630209
819.5387999999999,629790
820.9489259999999,629317
822.3205119999999,629278
824.0868079999999,629238
825.875412,629178
