time,solution
0.673233,616002
0.758577,615427
1.1328740000000002,615158
1.726576,614766
2.23744,613648
3.180703,613349
4.442975000000001,612747
5.175922,612317
6.392989,611943
7.635581,611941
9.037571,611738
16.741701000000003,611381
17.996723000000003,611269
19.332461000000002,610754
20.274847,610345
21.440391,610329
22.661697,610322
24.261809,610255
25.508496,610238
26.868506,610205
28.28764,609975
29.653504,609897
31.092253,609855
32.464248,609478
33.669601,609239
35.456332,609185
39.435466,608671
40.398879,608473
41.313019000000004,608146
45.243799,607744
46.347294,607684
48.237446,607676
50.114916,607647
148.366627,607637
183.720514,607629
185.292954,607501
187.247896,607489
274.262294,607407
275.547788,607075
280.219141,606367
281.257189,605912
282.39422,605260
283.810415,604998
285.149855,604975
286.486461,604005
288.033441,603432
289.675487,603428
366.277012,603202
367.050708,603099
367.933105,602922
368.675368,601930
369.514076,601650
370.42,601222
371.496637,601056
372.37979,600907
373.16574,600316
393.958371,600232
395.047889,600023
396.303849,599817
397.849839,599794
399.401034,599687
401.062557,599343
402.780459,599331
404.437831,599309
406.20706,599270
407.918755,598350
409.63766400000003,598334
411.392219,598279
413.091732,598165
414.369811,597870
415.784942,597769
417.614893,597751
