time,solution
0.670675,616002
0.755619,615427
1.1286010000000002,615158
1.70187,614766
2.2070980000000002,613648
3.1414690000000003,613349
4.4045060000000005,612747
5.138198,612317
9.097123,609139
9.390293,608871
9.808342,608472
10.304143,608414
10.895045999999999,607109
12.141948,606466
13.53853,606313
15.036821999999999,606151
17.129184,606135
327.274376,606098
530.798906,606000
531.62483,605529
533.506896,605443
535.226752,605248
537.037544,605224
627.114773,604347
628.662115,604279
630.317364,603950
632.174496,603903
633.884349,603889
635.79428,603777
637.697431,603652
639.555649,603641
