time,solution
0.713187,650495
0.919603,649903
1.215489,649522
1.4227130000000001,648695
1.635192,647104
1.844403,645286
1.851723,644988
2.355136,644359
2.487679,644139
5.493105999999999,642643
6.243014,642540
6.9526699999999995,642358
7.765956999999999,641291
8.790934,640993
14.060341000000001,640251
15.352479,640135
16.667981,639843
17.957114,639806
21.338828,639536
21.51482,638252
22.113874,637851
22.74039,636860
23.350916,635412
24.011846000000002,634930
24.952866,634355
25.764891000000002,633443
26.719662,632682
27.582287,632515
28.329451,632459
29.265168,632044
30.625984,631984
31.936433,631913
33.273358,631883
34.633709,631873
35.999119,631677
68.941238,630867
69.97731599999999,630577
71.16617199999999,630555
72.56668699999999,630449
73.794872,630284
74.85316399999999,629755
75.938971,629523
77.05302999999999,629236
78.362072,629120
79.806793,628913
81.33550899999999,628852
82.839051,628692
84.43944699999999,628530
86.14511599999999,628368
87.885849,628263
89.68705299999999,628253
