time,solution
18.522558,607386
47.229251,606973
110.98375,604118
142.546705,602341
148.79118200000002,602240
260.638018,602064
277.064897,601751
399.852957,600372
700.098789,600290
731.9847080000001,599982
835.1000240000001,599567
