time,solution
0.711386,650495
0.9221799999999999,649903
1.222606,649522
1.434566,648695
1.653191,647104
1.860948,645286
7.028846,645265
7.338085,644267
8.071044,644162
8.967306,643581
29.613264,640847
30.182924,640423
31.291471,640328
31.335565,639347
35.569502,639229
35.613458,638047
36.031321,637975
36.916141,637483
38.026874,636956
38.937275,636373
39.969721,636056
40.560497,635860
41.316889,635749
42.477523,635441
43.62364,635219
44.834294,635020
46.057561,634893
47.354274,634443
48.598073,634379
49.851513,634002
51.141795,633655
77.31956299999999,633595
78.819937,633488
80.19544699999999,633478
81.65244399999999,633308
83.11252499999999,633074
84.30839599999999,632927
85.33043799999999,632865
86.345334,632592
88.00788899999999,632559
89.75921,632386
91.669857,632322
93.65383499999999,632289
95.66346399999999,632277
171.471065,632222
172.80398200000002,632172
839.5444709999999,630446
841.0796789999999,630031
