time,solution
0.722038,650495
0.9320789999999999,649903
1.233273,649522
1.446849,648695
1.665972,647104
1.877159,645286
1.8845,644988
2.389751,644359
2.51539,644139
2.852623,643159
3.1548249999999998,643018
3.42792,642607
3.435586,642367
3.86376,641391
3.997992,640864
4.297245,640352
4.894258,637666
5.686298,637529
6.463059,634478
6.713119,633603
7.532631,633555
8.356498,633545
9.169917000000002,633456
10.209176000000001,633264
11.310345000000002,633182
12.426225,632673
13.628344,632631
14.801489,631745
16.083403,631348
17.546972,631148
222.680716,630454
223.446816,630063
223.447724,630037
224.536778,629785
225.514645,629667
227.0531,629607
228.549248,629463
229.915436,629345
230.626114,629321
232.147587,629270
233.76665500000001,629232
234.485672,628928
236.11555,628697
237.490008,628620
238.808044,628612
239.79178100000001,628592
240.512903,628589
241.972997,628577
243.406236,628473
244.788835,628348
246.717667,628246
248.542902,628207
250.458974,628106
252.397515,628052
254.343069,628035
256.331601,628023
258.266821,628022
469.402524,627916
470.051715,627873
470.613051,626670
472.348428,626553
474.201431,626503
718.2065889999999,626309
753.375682,626096
754.513156,625948
755.8053669999999,625920
757.389284,625768
758.8042379999999,625739
760.3181729999999,625514
