time,solution
0.6353489999999999,616002
0.712877,615427
1.040514,615158
1.541138,614766
1.9771389999999998,613648
2.782923,613349
3.880905,612747
4.5316540000000005,612317
5.718596000000001,611943
6.954929000000001,611941
8.30113,611738
9.606752,611452
11.005230000000001,608689
12.006157,608090
13.66402,608074
15.323712,608052
17.044904,607489
18.914675,607433
20.722329,607386
84.908799,607226
86.572174,607036
88.248457,606954
186.413634,606728
187.551242,606507
189.183738,606495
190.85874199999998,606421
192.689423,606349
325.805694,606093
326.316601,605803
326.57523399999997,605054
327.044995,603973
340.320749,603738
341.820062,603536
343.410823,603457
345.011399,603404
346.690173,603315
348.34740899999997,603213
350.133576,603084
351.945773,602913
353.904434,602806
437.179402,601171
595.685803,599593
597.0536099999999,599265
598.508591,598943
628.408409,598561
630.073058,598475
631.563711,598453
633.472047,598341
635.323696,598273
637.129345,598262
638.835323,598184
640.563854,598089
