time,solution
0.6695880000000001,616002
0.751301,615427
1.1296739999999998,615158
1.712288,614766
2.224401,613648
3.155643,613349
4.400567000000001,612747
5.135582,612317
6.341995000000001,611943
7.580304,611941
126.585537,611467
127.035448,610982
127.53240100000001,609702
128.107908,609697
128.524998,608896
129.025073,608734
129.582402,607463
130.43608,607020
131.036402,605729
132.277578,604793
133.873021,604788
406.595786,604783
408.539026,604017
410.528017,603998
412.291884,603977
414.301558,603923
