time,solution
0.7123870000000001,650495
0.9170480000000001,649903
1.2141840000000002,649522
1.423702,648695
1.638069,647104
1.847101,645286
1.854401,644988
2.357801,644359
2.489957,644139
2.8189149999999996,643159
3.117387,643018
3.3883959999999997,642607
3.395981,642367
3.8194649999999997,641391
3.9534920000000002,640864
4.242322000000001,640352
4.845371,637666
5.629127,637529
6.393142,634478
6.640505,633603
7.444839,633555
8.261205,633545
9.075023,633456
10.106947,633264
11.18802,633182
12.294266,632673
13.486586,632631
14.641359,631745
15.901615,631348
17.347694,631148
19.128265,631066
195.965687,630906
196.44767,630869
196.493615,630576
197.520813,630550
198.55905,630522
199.787916,630426
200.765375,630397
202.046609,630238
202.33777800000001,630040
202.461729,629739
202.791974,629476
203.03944,628529
204.094571,627377
204.93524,627311
206.257813,627130
207.584692,627113
209.08203,627083
210.428026,626841
211.424837,626783
212.534289,626717
213.670112,626403
