"Instance","Percentage deviation"
"100_20_01","29.2573893343601"
"100_20_02","28.6149138987993"
"100_20_03","35.8611210324547"
"100_20_04","31.1920266738016"
"100_20_05","35.8412308571948"
"100_20_06","34.4523254623524"
"100_20_07","34.05789479586"
"100_20_08","32.9968708498863"
"100_20_09","29.4135343217182"
"100_20_10","31.569632605854"
"100_20_11","31.0567086934978"
"100_20_12","34.9976864023557"
"100_20_13","32.7829732080825"
"100_20_14","32.7667592944687"
"100_20_15","38.7046524145355"
"100_20_16","29.607182296516"
"100_20_17","31.6812870925098"
"100_20_18","34.0669075279192"
"100_20_19","37.2445351522638"
"100_20_20","31.7301209366345"
"100_20_21","32.2081890095488"
"100_20_22","31.6279296875"
"100_20_23","33.6260047281324"
"100_20_24","34.6095083923645"
"100_20_25","34.9686661220679"
"100_20_26","37.2294242362317"
"100_20_27","32.9614318855523"
"100_20_28","36.2152846316786"
"100_20_29","30.1763752177208"
"100_20_30","30.4302634923325"
"50_20_01","19.3880993179451"
"50_20_02","19.9059038277989"
"50_20_03","21.8144733401378"
"50_20_04","19.8420391796838"
"50_20_05","20.0238624056976"
"50_20_06","18.6747894430851"
"50_20_07","23.2251514481539"
"50_20_08","19.7513235368739"
"50_20_09","20.0144902993556"
"50_20_10","21.5986417770084"
"50_20_11","15.6811171128234"
"50_20_12","20.5580632626896"
"50_20_13","19.3047495674388"
"50_20_14","22.5104982249884"
"50_20_15","17.7380712433319"
"50_20_16","18.902444112669"
"50_20_17","19.3157104086944"
"50_20_18","17.1495082404243"
"50_20_19","22.8004244825008"
"50_20_20","19.5239190432383"
"50_20_21","19.2671365339332"
"50_20_22","15.5640099211721"
"50_20_23","15.7637717912291"
"50_20_24","21.2210448563716"
"50_20_25","18.8576764374717"
"50_20_26","19.7767434732199"
"50_20_27","23.1239979000241"
"50_20_28","20.6520082428625"
"50_20_29","21.1217864060574"
"50_20_30","20.6953516231025"
