"Instance","Percentage deviation"
"50_20_01","1.6048785404697"
"50_20_02","1.1689392649058"
"50_20_03","0.722840344498895"
"50_20_04","1.15240894001238"
"50_20_05","1.29370950274417"
"50_20_06","0.863928468165408"
"50_20_07","1.30087110325006"
"50_20_08","1.13148542465001"
"50_20_09","1.43782177630121"
"50_20_10","0.619123313664618"
"50_20_11","1.00381947202585"
"50_20_12","0.692743397369732"
"50_20_13","1.06684542843943"
"50_20_14","0.900840207067238"
"50_20_15","0.8621558431088"
"50_20_16","0.763619674082033"
"50_20_17","0.656686799498019"
"50_20_18","0.969872386882603"
"50_20_19","0.415546027135951"
"50_20_20","1.02784657844456"
"50_20_21","1.49492235861499"
"50_20_22","1.18867343223384"
"50_20_23","1.16281848719413"
"50_20_24","0.687591312234889"
"50_20_25","1.05612458371745"
"50_20_26","0.986013566640457"
"50_20_27","0.751273465102098"
"50_20_28","0.623816634503991"
"50_20_29","1.03249545107707"
"50_20_30","0.424972015474951"
