"Instance","Percentage deviation"
"100_20_01","1.95829497073283"
"100_20_02","1.84515038715164"
"100_20_03","2.62400885777555"
"100_20_04","2.28849280671784"
"100_20_05","2.74885809146963"
"100_20_06","2.58846271973406"
"100_20_07","2.43675080456161"
"100_20_08","2.20341185657207"
"100_20_09","2.05731624356164"
"100_20_10","2.56237387580042"
"100_20_11","2.78806364587348"
"100_20_12","1.08577838538927"
"100_20_13","2.59366078361542"
"100_20_14","2.90640301869132"
"100_20_15","2.64342989635232"
"100_20_16","2.27913951020938"
"100_20_17","2.86138441200461"
"100_20_18","2.14491148623088"
"100_20_19","3.25814132516963"
"100_20_20","2.3580590197417"
"100_20_21","2.0959909193035"
"100_20_22","2.27815946691176"
"100_20_23","2.7710570753124"
"100_20_24","3.1070949598549"
"100_20_25","2.62867312405181"
"100_20_26","3.06208490855216"
"100_20_27","2.1119667482923"
"100_20_28","2.70898481464167"
"100_20_29","2.40994262710631"
"100_20_30","2.10691067242792"
"50_20_01","2.06246010146827"
"50_20_02","1.12240536553855"
"50_20_03","1.41079216189087"
"50_20_04","1.58206837168346"
"50_20_05","0.844453826244972"
"50_20_06","1.44201562582583"
"50_20_07","1.7633252266195"
"50_20_08","1.80888071159958"
"50_20_09","1.39051007599552"
"50_20_10","1.14616709804672"
"50_20_11","1.70069107951387"
"50_20_12","1.70530932096769"
"50_20_13","1.09155803567385"
"50_20_14","1.44905175633646"
"50_20_15","1.36211553190631"
"50_20_16","1.51174708794489"
"50_20_17","1.19433849121224"
"50_20_18","1.48835423192518"
"50_20_19","2.25018689259905"
"50_20_20","1.62617649140189"
"50_20_21","3.36974130327478"
"50_20_22","1.66257433877007"
"50_20_23","1.40944275528765"
"50_20_24","1.33444854199141"
"50_20_25","2.66839246048079"
"50_20_26","1.12857656889269"
"50_20_27","1.6197837592406"
"50_20_28","1.19376001484152"
"50_20_29","1.41181692786289"
"50_20_30","0.912118772215781"
