"Instance","Percentage deviation"
"100_20_01","28.9348421692865"
"100_20_02","27.265880949488"
"100_20_03","32.9884753672881"
"100_20_04","29.3675365838599"
"100_20_05","31.2086492667745"
"100_20_06","31.9480888631943"
"100_20_07","34.0296930891802"
"100_20_08","34.4189071343483"
"100_20_09","26.638739215411"
"100_20_10","29.021667760998"
"100_20_11","29.2697021417167"
"100_20_12","32.9110667087321"
"100_20_13","31.6279607433312"
"100_20_14","32.9167695322783"
"100_20_15","36.7613757124915"
"100_20_16","29.0778208431674"
"100_20_17","31.1428571428571"
"100_20_18","32.4842078716674"
"100_20_19","35.7779448711293"
"100_20_20","29.7065552206996"
"100_20_21","31.1314243587343"
"100_20_22","29.0092830882353"
"100_20_23","30.4275244849713"
"100_20_24","36.7547042732821"
"100_20_25","35.2080172715603"
"100_20_26","37.1524215796465"
"100_20_27","29.5291811659578"
"100_20_28","34.5401508723934"
"100_20_29","30.429729499104"
"100_20_30","29.5265497472394"
"50_20_01","16.1177636662971"
"50_20_02","18.4621960272648"
"50_20_03","19.32476866106"
"50_20_04","19.0076220221085"
"50_20_05","17.5615680659826"
"50_20_06","16.0711898447677"
"50_20_07","18.5281273491046"
"50_20_08","18.8065333952268"
"50_20_09","17.7335425988614"
"50_20_10","18.1090739615669"
"50_20_11","17.9718404956708"
"50_20_12","19.3696326080668"
"50_20_13","16.2900651333013"
"50_20_14","19.871368382104"
"50_20_15","17.15265180527"
"50_20_16","19.5665432486217"
"50_20_17","18.5108711107265"
"50_20_18","17.3402773149515"
"50_20_19","20.9120788471949"
"50_20_20","18.1313778218102"
"50_20_21","17.2766687435771"
"50_20_22","15.3623188405797"
"50_20_23","15.2600342552146"
"50_20_24","18.783408736646"
"50_20_25","17.8173697405526"
"50_20_26","15.3954382504631"
"50_20_27","19.5883408771656"
"50_20_28","19.4517368758969"
"50_20_29","21.1896534014204"
"50_20_30","20.4530154553131"
