"Instance","Percentage deviation"
"100_20_01","1.50707266853039"
"100_20_02","1.45096263241028"
"100_20_03","0.794044812724718"
"100_20_04","1.74773087451376"
"100_20_05","2.07913767226088"
"100_20_06","2.31864525181719"
"100_20_07","1.47719754650759"
"100_20_08","1.99591899548012"
"100_20_09","0.772084786575814"
"100_20_10","1.71845765540008"
"100_20_11","2.37526840279689"
"100_20_12","0.981841763942926"
"100_20_13","2.26868982911322"
"100_20_14","1.6407289320502"
"100_20_15","2.20688132271555"
"100_20_16","1.95915163588334"
"100_20_17","1.65523021967204"
"100_20_18","1.14228540413703"
"100_20_19","2.16720076862942"
"100_20_20","1.59601946974365"
"100_20_21","2.09074845534544"
"100_20_22","1.60252757352941"
"100_20_23","2.20256670043904"
"100_20_24","2.13221001884663"
"100_20_25","1.90883416968142"
"100_20_26","2.2200878716665"
"100_20_27","1.92185419083215"
"100_20_28","1.76088976618819"
"100_20_29","2.62563057478304"
"100_20_30","1.35324917393883"
