"Instance","Percentage deviation"
"100_20_01","1.71164716451558"
"100_20_02","1.48092960577911"
"100_20_03","0.732516608329161"
"100_20_04","2.17467635375717"
"100_20_05","1.77573761118583"
"100_20_06","2.05577737228476"
"100_20_07","1.39375862030299"
"100_20_08","2.07857643618871"
"100_20_09","0.715394832035758"
"100_20_10","1.63920798520544"
"100_20_11","2.37526840279689"
"100_20_12","0.62121265234106"
"100_20_13","2.15596410618684"
"100_20_14","1.70740924912979"
"100_20_15","2.45312392177429"
"100_20_16","2.18436437650217"
"100_20_17","1.33118442888083"
"100_20_18","1.15958794085559"
"100_20_19","2.16720076862942"
"100_20_20","1.54835522846979"
"100_20_21","2.11188213817638"
"100_20_22","1.69688648897058"
"100_20_23","2.92058989080265"
"100_20_24","2.09983398420191"
"100_20_25","2.14941066635547"
"100_20_26","1.88775927250435"
"100_20_27","1.98004467929717"
"100_20_28","2.07354307712731"
"100_20_29","2.32208128579531"
"100_20_30","1.45802479595584"
"50_20_01","1.50885327419951"
"50_20_02","1.48603179602212"
"50_20_03","0.795856565639529"
"50_20_04","1.13395767610081"
"50_20_05","1.01852701652624"
"50_20_06","0.982785476003189"
"50_20_07","1.58309086889233"
"50_20_08","0.976701616434597"
"50_20_09","1.26624266537709"
"50_20_10","0.833110014397822"
"50_20_11","1.31437498345116"
"50_20_12","1.04587649071635"
"50_20_13","1.11387910027267"
"50_20_14","0.979136195924978"
"50_20_15","0.901324894854939"
"50_20_16","0.669359973732101"
"50_20_17","1.28416347776631"
"50_20_18","1.08320400643619"
"50_20_19","0.745078494891607"
"50_20_20","1.02943882244711"
"50_20_21","1.34389590632864"
"50_20_22","1.19701368984823"
"50_20_23","1.31381361445622"
"50_20_24","0.828440717426765"
"50_20_25","1.40496851730273"
"50_20_26","0.938070551861074"
"50_20_27","0.870638648069591"
"50_20_28","0.971501012169685"
"50_20_29","1.06444796619122"
"50_20_30","0.583727735119111"
