"Instance","Percentage deviation"
"100_20_01","2.24110127168533"
"100_20_02","1.92337600653905"
"100_20_03","2.24180298592757"
"100_20_04","2.63519048305102"
"100_20_05","3.43731685606429"
"100_20_06","2.51742515943705"
"100_20_07","2.16266161316005"
"100_20_08","2.32421187025142"
"100_20_09","2.21258193048192"
"100_20_10","3.31335425614583"
"100_20_11","3.46893134394098"
"100_20_12","1.09748659165002"
"100_20_13","2.60037481828319"
"100_20_14","3.53375259601603"
"100_20_15","3.21565894254523"
"100_20_16","3.1766234328649"
"100_20_17","2.95732005737913"
"100_20_18","2.31196100898569"
"100_20_19","3.23816173442899"
"100_20_20","2.51571510237155"
"100_20_21","2.52359108781127"
"100_20_22","3.12035845588235"
"100_20_23","3.35793087920747"
"100_20_24","2.64730800361572"
"100_20_25","2.54701832185786"
"100_20_26","3.50265658526617"
"100_20_27","3.04743953258581"
"100_20_28","3.36647446885876"
"100_20_29","3.92014978190269"
"100_20_30","2.48410291168912"
"50_20_01","1.45082820952188"
"50_20_02","1.44271156373826"
"50_20_03","1.33406439531333"
"50_20_04","1.21127297219859"
"50_20_05","1.30429462116902"
"50_20_06","1.28787148644322"
"50_20_07","1.72374087994693"
"50_20_08","1.89702253536479"
"50_20_09","1.20234568267641"
"50_20_10","1.06920112852351"
"50_20_11","1.55294304551593"
"50_20_12","1.25470943976282"
"50_20_13","0.861353939251185"
"50_20_14","1.33033367425656"
"50_20_15","1.17883393128284"
"50_20_16","1.26898663565795"
"50_20_17","1.07181053295334"
"50_20_18","1.40774311076413"
"50_20_19","1.82570439176126"
"50_20_20","1.81374283490199"
"50_20_21","2.8494995185344"
"50_20_22","1.95818667861688"
"50_20_23","1.37963540767689"
"50_20_24","1.21503431620149"
"50_20_25","1.65768051950702"
"50_20_26","1.15316443887682"
"50_20_27","1.25991458206223"
"50_20_28","1.15927531197198"
"50_20_29","1.57887979104303"
"50_20_30","1.24416252626618"
