"Instance","Percentage deviation"
"50_20_01","1.44588919127777"
"50_20_02","1.12404433575109"
"50_20_03","0.664096702629296"
"50_20_04","1.197292014503"
"50_20_05","1.13487154071599"
"50_20_06","0.775508554409033"
"50_20_07","1.39164271501216"
"50_20_08","0.9565549138597"
"50_20_09","1.02923025085676"
"50_20_10","0.748920162787024"
"50_20_11","1.00454762093891"
"50_20_12","0.743924587340957"
"50_20_13","1.06612071854986"
"50_20_14","0.919340819681863"
"50_20_15","0.790637051369901"
"50_20_16","0.769896397777387"
"50_20_17","0.803479249995371"
"50_20_18","1.10427714992082"
"50_20_19","0.647937307199879"
"50_20_20","1.02197296723515"
"50_20_21","1.7900809995064"
"50_20_22","1.10701359648714"
"50_20_23","1.21954538815937"
"50_20_24","0.676909930607227"
"50_20_25","0.822053876062597"
"50_20_26","1.02152937883976"
"50_20_27","0.834421158675876"
"50_20_28","0.748696365465102"
"50_20_29","1.02989082584963"
"50_20_30","0.397989041849134"
