"Instance","Percentage deviation"
"100_20_01","1.41374134400232"
"100_20_02","1.6487358200877"
"100_20_03","0.838143200704815"
"100_20_04","1.56133327844897"
"100_20_05","2.2504466925261"
"100_20_06","1.99064154215822"
"100_20_07","1.52063826685655"
"100_20_08","2.08565549710169"
"100_20_09","0.757021455798028"
"100_20_10","1.97037474323372"
"100_20_11","2.37526840279689"
"100_20_12","0.981491218845299"
"100_20_13","2.14954198606984"
"100_20_14","1.60300699096148"
"100_20_15","2.36752832714576"
"100_20_16","2.07295974709308"
"100_20_17","1.50721458104801"
"100_20_18","1.12088201270826"
"100_20_19","2.16720076862942"
"100_20_20","1.70134922881388"
"100_20_21","2.30352462085752"
"100_20_22","1.69192325367647"
"100_20_23","2.2248452099516"
"100_20_24","1.81422773113712"
"100_20_25","2.1379974326059"
"100_20_26","1.96712475733116"
"100_20_27","2.02253297246209"
"100_20_28","1.71037579577396"
"100_20_29","2.67086631563625"
"100_20_30","1.23279392244909"
