"Instance","Percentage deviation"
"100_20_01","3.63556924519142"
"100_20_02","3.51711530602101"
"100_20_03","4.28690144534134"
"100_20_04","3.98303044024121"
"100_20_05","5.36083010090378"
"100_20_06","4.03242338289583"
"100_20_07","4.46729611231344"
"100_20_08","4.62352733304074"
"100_20_09","5.13742724789167"
"100_20_10","4.70129572849338"
"100_20_11","5.42485272256786"
"100_20_12","3.34067141071033"
"100_20_13","4.5467326004332"
"100_20_14","4.53558370140697"
"100_20_15","4.69736533392218"
"100_20_16","4.8264621180954"
"100_20_17","4.59141000759429"
"100_20_18","5.20054166369701"
"100_20_19","4.99388318981208"
"100_20_20","4.0855159093558"
"100_20_21","5.42207685826624"
"100_20_22","4.57566636029411"
"100_20_23","5.4618259596983"
"100_20_24","5.25751354417143"
"100_20_25","4.44181351382892"
"100_20_26","5.03177684683765"
"100_20_27","4.9565343472097"
"100_20_28","5.4844943119838"
"100_20_29","5.35309678099416"
"100_20_30","4.00233838854528"
"50_20_01","3.39854853341396"
"50_20_02","4.29378059009355"
"50_20_03","3.27550633071557"
"50_20_04","3.40547327491933"
"50_20_05","6.16231330726824"
"50_20_06","5.10332756095969"
"50_20_07","3.68739332301569"
"50_20_08","2.83222795843614"
"50_20_09","3.73308519423112"
"50_20_10","2.98762452458033"
"50_20_11","2.82409246167288"
"50_20_12","2.68364033488589"
"50_20_13","5.43536040728695"
"50_20_14","4.17701944658734"
"50_20_15","4.23741282702462"
"50_20_16","2.83689770210233"
"50_20_17","2.9043206251275"
"50_20_18","2.85756903517374"
"50_20_19","3.18108389114688"
"50_20_20","3.34834760455735"
"50_20_21","4.29444655731868"
"50_20_22","4.52412295033501"
"50_20_23","3.3416758500737"
"50_20_24","3.65401013463972"
"50_20_25","3.99852366389882"
"50_20_26","3.55711182483307"
"50_20_27","2.97629013720789"
"50_20_28","2.77292659814591"
"50_20_29","4.42463461877091"
"50_20_30","3.67985703344395"
