"Instance","Percentage deviation"
"50_20_01","1.12327386352183"
"50_20_02","1.19808722535197"
"50_20_03","0.755063307155687"
"50_20_04","0.972396609167721"
"50_20_05","1.31634819532908"
"50_20_06","0.86476789772639"
"50_20_07","1.4093300906478"
"50_20_08","1.00087014209815"
"50_20_09","1.12046676222117"
"50_20_10","0.748986742345439"
"50_20_11","0.881291868562506"
"50_20_12","0.722972822616947"
"50_20_13","1.00057070903803"
"50_20_14","0.799715160379367"
"50_20_15","0.844889211378501"
"50_20_16","0.740979930810909"
"50_20_17","0.746388145327311"
"50_20_18","0.9244572237403"
"50_20_19","0.673371886197439"
"50_20_20","1.04833345127733"
"50_20_21","1.55648522021993"
"50_20_22","1.36767776730058"
"50_20_23","0.958880465233609"
"50_20_24","0.503219802919453"
"50_20_25","0.919988706368996"
"50_20_26","1.11811506323547"
"50_20_27","1.03973636789306"
"50_20_28","0.920392354435817"
"50_20_29","0.568835475729286"
"50_20_30","0.484750888631414"
