"Instance","Percentage deviation"
"100_20_01","3.88229517161335"
"100_20_02","2.35632310870069"
"100_20_03","2.21271757506489"
"100_20_04","2.98778479840287"
"100_20_05","10.1935559324016"
"100_20_06","3.445104876154"
"100_20_07","3.24213099496518"
"100_20_08","7.35623863616933"
"100_20_09","2.25554751697999"
"100_20_10","8.21037667086328"
"100_20_11","3.66640973407477"
"100_20_12","5.06525981234152"
"100_20_13","2.97139821231529"
"100_20_14","4.74917366250329"
"100_20_15","10.4501290420525"
"100_20_16","2.14012731957647"
"100_20_17","3.54692993558912"
"100_20_18","2.70179439805703"
"100_20_19","4.98534949364747"
"100_20_20","2.97302097382019"
"100_20_21","4.55608734319416"
"100_20_22","3.087890625"
"100_20_23","3.53669931329506"
"100_20_24","1.7562226384105"
"100_20_25","3.28317189870463"
"100_20_26","3.44638295698376"
"100_20_27","3.55259483610431"
"100_20_28","2.92925620025511"
"100_20_29","3.36186082932192"
"100_20_30","3.2699596147872"
"50_20_01","3.48452776937809"
"50_20_02","2.56209608221846"
"50_20_03","3.47603100827506"
"50_20_04","3.76915818733583"
"50_20_05","3.35970435091197"
"50_20_06","3.48021277984872"
"50_20_07","2.99606455892107"
"50_20_08","1.48149679475735"
"50_20_09","3.71946780447523"
"50_20_10","2.10807526819078"
"50_20_11","2.42109513596526"
"50_20_12","2.66347597308451"
"50_20_13","2.40984156030039"
"50_20_14","2.56216031304433"
"50_20_15","2.37399389957136"
"50_20_16","2.35703673334627"
"50_20_17","1.82632805593506"
"50_20_18","2.47641172606183"
"50_20_19","1.95614253675554"
"50_20_20","3.25136225320218"
"50_20_21","4.30017559333555"
"50_20_22","2.9889553827338"
"50_20_23","1.73018707595895"
"50_20_24","3.30163316514683"
"50_20_25","2.77595409070963"
"50_20_26","2.65369084584938"
"50_20_27","2.7737772606666"
"50_20_28","2.79879012529806"
"50_20_29","3.75212772201679"
"50_20_30","3.19318159501974"
