"Instance","Percentage deviation"
"100_20_01","1.53634542522501"
"100_20_02","1.61598533131565"
"100_20_03","0.812522323023067"
"100_20_04","1.82830798361702"
"100_20_05","2.21532204094628"
"100_20_06","2.26273539171228"
"100_20_07","1.25725787461173"
"100_20_08","1.92605174212155"
"100_20_09","0.771879622930822"
"100_20_10","1.84293433409435"
"100_20_11","2.37526840279689"
"100_20_12","0.8049917621902"
"100_20_13","2.24146003981714"
"100_20_14","1.78476028899874"
"100_20_15","2.17513835792263"
"100_20_16","2.28035207760431"
"100_20_17","1.34143391556268"
"100_20_18","1.17412733482821"
"100_20_19","2.16720076862942"
"100_20_20","1.68187948517292"
"100_20_21","2.20932409661112"
"100_20_22","1.40596277573529"
"100_20_23","2.4552741191039"
"100_20_24","2.39635828690602"
"100_20_25","1.88325358851674"
"100_20_26","2.05034739961173"
"100_20_27","2.03694634188254"
"100_20_28","1.60301052181994"
"100_20_29","2.30257550584019"
"100_20_30","1.50949193707815"
"50_20_01","1.45109699963042"
"50_20_02","1.00507438032464"
"50_20_03","0.834827792727062"
"50_20_04","1.20878280162191"
"50_20_05","1.14876068454512"
"50_20_06","0.894800822019163"
"50_20_07","1.19665708600486"
"50_20_08","0.909909283457711"
"50_20_09","1.06302931055854"
"50_20_10","0.69202793012475"
"50_20_11","1.02956946540631"
"50_20_12","0.925609253011392"
"50_20_13","1.07630289249834"
"50_20_14","1.34251615312922"
"50_20_15","0.793223686862575"
"50_20_16","0.636706497860299"
"50_20_17","0.712417856193469"
"50_20_18","1.19653562598979"
"50_20_19","0.947738814370535"
"50_20_20","1.10745877857194"
"50_20_21","1.69443522871639"
"50_20_22","1.34642255852963"
"50_20_23","1.31434470305509"
"50_20_24","0.78756180265513"
"50_20_25","1.16283578992486"
"50_20_26","1.29046337140344"
"50_20_27","0.763121301985041"
"50_20_28","0.925303150730531"
"50_20_29","1.09761108176322"
"50_20_30","0.527130260599755"
