"Instance","Percentage deviation"
"100_20_01","2.06659189447077"
"100_20_02","2.50559464504656"
"100_20_03","2.81199847608162"
"100_20_04","2.85251198880359"
"100_20_05","2.91043408767518"
"100_20_06","3.28728779365624"
"100_20_07","3.09422621917716"
"100_20_08","3.02694260944901"
"100_20_09","2.75337170253431"
"100_20_10","2.67591125675423"
"100_20_11","2.84476132797445"
"100_20_12","2.01187179397297"
"100_20_13","2.98479125190474"
"100_20_14","3.65269839412642"
"100_20_15","3.60424803676664"
"100_20_16","3.08713162852131"
"100_20_17","3.35148088768881"
"100_20_18","3.49033174160229"
"100_20_19","3.12884687684623"
"100_20_20","2.85912186350089"
"100_20_21","3.8717351619547"
"100_20_22","3.16173023897058"
"100_20_23","3.34961161769672"
"100_20_24","3.75791233656897"
"100_20_25","3.32758781654802"
"100_20_26","3.05112649432921"
"100_20_27","2.42880311036645"
"100_20_28","3.5329304682585"
"100_20_29","3.42144230334851"
"100_20_30","2.72171481826655"
"50_20_01","1.6342102610624"
"50_20_02","1.41680940704629"
"50_20_03","1.70747960758842"
"50_20_04","1.42884787607951"
"50_20_05","1.25491779707165"
"50_20_06","1.00414429483253"
"50_20_07","1.57357506080035"
"50_20_08","1.75306382107022"
"50_20_09","1.38911342063594"
"50_20_10","1.3401799312566"
"50_20_11","1.43167315381152"
"50_20_12","1.21787267694742"
"50_20_13","1.39669713467827"
"50_20_14","2.1092094653323"
"50_20_15","1.08568146087799"
"50_20_16","1.12262650047257"
"50_20_17","1.33321793532354"
"50_20_18","1.49863691037249"
"50_20_19","1.02451515333786"
"50_20_20","1.44674828391479"
"50_20_21","2.33081137067995"
"50_20_22","1.95093563375066"
"50_20_23","1.45528233997636"
"50_20_24","1.08613357520327"
"50_20_25","2.16269632038535"
"50_20_26","1.71095592840866"
"50_20_27","1.54263092923932"
"50_20_28","1.0151889110582"
"50_20_29","1.64799407172624"
"50_20_30","1.25940181850317"
